qid,strategy,metric,rule,backtrack,informed,seed,target_step,oracle_step,targeted_oracle_match,success,em,f1,final_answer,terminated_reason,recovery_gen_tokens,recovery_tool_calls,recovery_latency_s,recovery_prompt_tokens,recovery_model_requests,n_prefix_steps,total_gen_tokens,original_gen_tokens,budget,step_budget_mode,new_step_allowance,execution_id,prompt_sha256,model_name,dataset,run_id,multiplier,manifest_sha256,selection_gen_tokens,selection_prompt_tokens,selection_model_requests,incremental_gen_tokens,incremental_prompt_tokens,incremental_model_requests,selection_latency_s,diagnosis_input_sha256,diagnosis_fallback,diagnosis_fallback_reason
5a8719fa55429960ec39b742,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,160,4,4.082570552825928,2210,5,0,160,321,160,new,8,7722422a5eb6b1b67773a24fe6cd16efcea5a455a02d9fc6d6a371f0df95a10a,aa36cea558de1d08de9ca1b015b096a2b110efa88353be0c260ea12f821a7e4c,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,37,1573,1,197,3783,6,0.8206351709999353,463be5c2126a88dd65acc24fb94d7ff581eeba1f85ea28474697ad7892896143,False,
5a8719fa55429960ec39b742,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,3,,,0,0.0,0.0,,budget,160,3,3.018446683883667,3618,4,3,285,321,160,new,8,e2c86bd5fd18a4886be760a69a46239c965b9b25b615dd7d74f2b1610c48c9b1,992d9ed3ac5b96d3a971479d032f94e03690095be2bbac300fc36443db01b286,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,160,3618,4,,,,
5a8b84875542995d1e6f13d7,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,174,4,3.018446683883667,1748,4,0,174,349,174,new,8,615bf4ca8749dddc9d5fe27ccfb8d802480503539311392ecb521306c720bd64,0de7ed675c2c5c20fae979dee1d2a0bfea8affcc42bc7c86b85b7420d24518d1,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,174,1748,4,,,,
5a8b84875542995d1e6f13d7,diagnosis_replay,,,0,False,1,2,,,0,0.0,0.0,,budget,174,4,3.0636277198791504,4397,5,2,259,349,174,new,8,cdd421ee0b3b861bab36f1d1a70ce426a4cf631291ea67534c94a23fcb5d175d,c80a481d70c59e326f298c51f7b90c47920d69f4877a7c821249707ee86bd8bb,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,42,1571,1,216,5968,6,0.8955551900000955,a6e8785c90c3121a0b89ef213f1595745d0ce05f64a6c231b8ecc2126bb04502,False,
5a8b84875542995d1e6f13d7,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,5,,,1,1.0,1.0,Brittany Snow,finished,129,2,2.2132246494293213,3665,3,5,347,349,174,new,8,7be2e6723f95243452c8d5a017ce38432a70d4a26eea65a459edfc85a5d83055,aa12d222a7c8d2e1add0877c309ab4348feb8aacf238ba786a9d53a48a14eb6f,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,129,3665,3,,,,
5a8d7e1055429941ae14dfd8,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,190,4,3.2893435955047607,2172,5,0,190,380,190,new,8,d205449e6915c18c5e35e52cd8d33b7826a267dbdf8d7d35b01728073a11da4f,03be7d94ef0a974e9feeb737b94b70b1f4560f08a4b3e13ac395f04306476fdc,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,2172,5,,,,
5a8d7e1055429941ae14dfd8,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,190,4,3.2893435955047607,2172,5,0,190,380,190,new,8,d205449e6915c18c5e35e52cd8d33b7826a267dbdf8d7d35b01728073a11da4f,03be7d94ef0a974e9feeb737b94b70b1f4560f08a4b3e13ac395f04306476fdc,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,2172,5,,,,
5a8d7e1055429941ae14dfd8,diagnosis_replay,,,0,False,1,2,,,0,0.0,0.0,,budget,190,4,3.2893435955047607,3234,5,2,271,380,190,new,8,b72f39faf0a0a23f33669a2645d375625ba2000617797cbedd2f4173b1ab348f,22a9cc536763894ff6ef5c6ef7c5704885443c362e9855bb93bdae5b4a17127b,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,29,1327,1,219,4561,6,0.6545884739999792,ba6726d783bfe44c2ef741012d96d45f1a150f958e03d72fbd873af1ad148e80,False,
5a9058e655429916514e747e,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,63,1,1.1920738220214844,443,2,0,63,127,63,new,8,26beae37fc1deaa6834cadeb30fe95adc28f1bace5b0b65104951a1aaff56854,5564078c8fdd37898f55a659fce66d8944bf7eb266d3e628de3199dbad6198a8,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,63,443,2,,,,
5a9058e655429916514e747e,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,63,1,1.1920738220214844,443,2,0,63,127,63,new,8,26beae37fc1deaa6834cadeb30fe95adc28f1bace5b0b65104951a1aaff56854,5564078c8fdd37898f55a659fce66d8944bf7eb266d3e628de3199dbad6198a8,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,63,443,2,,,,
5a9058e655429916514e747e,diagnosis_replay,,,0,False,1,2,,,0,0.0,0.33333333333333337,Humberside,finished,47,0,0.7284011840820312,401,1,2,138,127,63,new,8,6e06e76e3e6cf831a18a6ebfb3e7cd2c49ab69fe9238dc6ebde8f2995c930c13,352289e9a4bce57245b983181eb43d9bd3c0e168ae0eb940e711ddba80880b65,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,39,527,1,86,928,2,0.6468288240000675,be35b42e4c9b59d0b6815eb87b2c02b70d7363b10cfc5de4935b79dc6456c660,False,
5ab1ea0a554299340b52542a,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,41,1,1.2040460109710693,184,1,0,41,82,41,new,8,1d8f7f42eae7d0737f5b4e6dde86768744a8e1dcea19adc21783b7bedcc69f18,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,41,184,1,,,,
5ab1ea0a554299340b52542a,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,41,1,1.2040460109710693,184,1,0,41,82,41,new,8,1d8f7f42eae7d0737f5b4e6dde86768744a8e1dcea19adc21783b7bedcc69f18,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,41,184,1,,,,
5ab1ea0a554299340b52542a,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,41,1,1.2040460109710693,184,1,0,41,82,41,new,8,1d8f7f42eae7d0737f5b4e6dde86768744a8e1dcea19adc21783b7bedcc69f18,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,36,399,1,77,583,2,0.5794031369999857,660e4360c68296c19cfdda6ad837dafbe4d832df46a989b25936758d9126a0aa,False,
5ab27389554299722f9b4d2f,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,267,3,4.162955045700073,2118,4,0,267,534,267,new,8,55a0eede3867f2bff0f34b9595cfa111fcc67c202d364d16da8d9571d4a2756a,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,267,2118,4,,,,
5ab27389554299722f9b4d2f,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,267,3,4.162955045700073,2118,4,0,267,534,267,new,8,55a0eede3867f2bff0f34b9595cfa111fcc67c202d364d16da8d9571d4a2756a,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,267,2118,4,,,,
5ab27389554299722f9b4d2f,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,267,3,4.162955045700073,2118,4,0,267,534,267,new,8,55a0eede3867f2bff0f34b9595cfa111fcc67c202d364d16da8d9571d4a2756a,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,33,1900,1,300,4018,5,0.8262744829999065,c3da49acbd946f23a9f3aa26c016eadb55b79b363a208f36fc0fca95bab1863c,False,
5ab4da5b55429942dd415f96,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,75,2,1.3434622287750244,436,2,0,75,150,75,new,8,a8af9e3ff05c9ee4a6bbe90b0af9a0aa9922fbdaaf3cc5c8922ccc8c8faf5249,31f16b4de86fac8c3141ae2536b2d7e5c8dd1cb52df1ffe7893d4e7c9f831d48,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,75,436,2,,,,
5ab4da5b55429942dd415f96,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,75,2,1.3434622287750244,436,2,0,75,150,75,new,8,a8af9e3ff05c9ee4a6bbe90b0af9a0aa9922fbdaaf3cc5c8922ccc8c8faf5249,31f16b4de86fac8c3141ae2536b2d7e5c8dd1cb52df1ffe7893d4e7c9f831d48,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,75,436,2,,,,
5ab4da5b55429942dd415f96,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,75,2,1.3434622287750244,436,2,0,75,150,75,new,8,a8af9e3ff05c9ee4a6bbe90b0af9a0aa9922fbdaaf3cc5c8922ccc8c8faf5249,31f16b4de86fac8c3141ae2536b2d7e5c8dd1cb52df1ffe7893d4e7c9f831d48,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,25,586,1,100,1022,3,0.4543265990000691,ba4c6fe95d2c9a0890d3ade755221329a67c4153e6e01073bad0dd303ba561ae,False,
5ab8c3c65542991b5579effd,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,190,4,3.029658317565918,1785,5,0,190,380,190,new,8,bff55de095162bbb6a7b62685f1cfd8fdd17305871d9b3a405b6475e28fbf8b3,bee785e61778a2c349c7f732fff7c3d56c20b537e696125097c32f12863ba297,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,1785,5,,,,
5ab8c3c65542991b5579effd,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,190,4,3.029658317565918,1785,5,0,190,380,190,new,8,bff55de095162bbb6a7b62685f1cfd8fdd17305871d9b3a405b6475e28fbf8b3,bee785e61778a2c349c7f732fff7c3d56c20b537e696125097c32f12863ba297,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,35,1127,1,225,2912,6,0.7002119090000178,0accb5b80aab7e685981035452e954d1914712cf9f4f73502229b06bee33ccad,False,
5ab8c3c65542991b5579effd,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,3,,,0,0.0,0.0,,budget,190,4,4.29306435585022,2299,4,3,315,380,190,new,8,099ecbe3731a70f1b71da8ad8b58de93823648251afcace92ca0704388e53202,a1e2651e1105084e1c445f4e6a105be565f7f3e6a35e7a3929a8138ff4fd3157,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,2299,4,,,,
5ab92f1f554299753720f77b,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,269,4,4.29306435585022,1533,4,0,269,539,269,new,8,452461ea2fd324a664b78513c30986691fd81558e55b3d85fc4773cbe42fcd3b,2be0022e422934a8587ed41abee9590b4fdf125b904b5f8d64979e32f676a8e4,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,269,1533,4,,,,
5ab92f1f554299753720f77b,diagnosis_replay,,,0,False,1,2,,,0,0.0,0.0,,budget,269,3,4.785771369934082,3202,4,2,373,539,269,new,8,d746f28688ae45d75ada7816102f159be831c0b4c5536b5aaff0342de3d46292,66ebc032119374285f319a45d41ad8ebc0a496f21fb5e0ac8e08292d59ee6be9,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,48,1628,1,317,4830,5,0.9963203250000561,42b733e77b536c6bf926e06d7a87daffd5c70ab3e01170cd4c4b42375e1edc75,False,
5ab92f1f554299753720f77b,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,5,,,0,0.0,0.0,,budget,269,4,5.041816473007202,6405,5,5,578,539,269,new,8,9ea49262d1fcbfd12813ec2c0ae16887ae935f5e989e5b323ff4d7300e2cab7a,f024aafd3c23b918ce85ec06f0a6c3f78806e01c476c01e176c941b22d674402,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,269,6405,5,,,,
5abaf6865542996cc5e49f3c,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,207,4,4.490055799484253,2736,5,0,207,415,207,new,8,69e66606f4b41f67f34ec13362eb0a15b55e24db2c3c152e368ce0763c1b7dce,845400a192638df2b7868ba9f6a535679a9473f5cd1f6068cf8b250a107f9eb4,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,207,2736,5,,,,
5abaf6865542996cc5e49f3c,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,4,,,0,0.0,0.0,,budget,207,3,4.115619897842407,4838,4,4,413,415,207,new,8,f6d7f447fd9c7ead62ccffc069cbcf0e0c1907a0be470b2f6a154109d1a471ec,39375dd4eede13f5c0ce722f92ce36c56a0941a74285de62d6284a0925ebb11b,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,207,4838,4,,,,
5abaf6865542996cc5e49f3c,diagnosis_replay,,,0,False,1,7,,,0,0.0,0.1111111111111111,"Thomas Doherty played the role of Sean in the sitcom ""The Lodge,"" which is based on the Israeli series ""North Star.",finished,110,1,1.7746810913085938,2786,2,7,476,415,207,new,8,4cdab1294c5c70e3da2cf55f58a36dd6e5fbff45dc1d59da4345a74555ba556c,6794b6c32c9d6b6b52548f1599cf52a7ebc235fe566b8ecc4f8ae49e659a5537,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,47,1631,1,157,4417,3,0.9814451579999286,ef9a16af6c83f3191252fec457c25d4a081c0803df6e6ad21c4e9e7579870b2b,False,
5abbd85a5542993f40c73be1,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,115,2,2.09916353225708,747,3,0,115,230,115,new,8,bdaeffb90a3aa6bec368b20990c7e20c3ba96bb607ffc476af3da2d63f644ce7,ff3d07ea1b11540d30d81cc3a00dd6a7064bdf21ade3b882e9db10f18a96432f,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,115,747,3,,,,
5abbd85a5542993f40c73be1,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,115,2,2.09916353225708,747,3,0,115,230,115,new,8,bdaeffb90a3aa6bec368b20990c7e20c3ba96bb607ffc476af3da2d63f644ce7,ff3d07ea1b11540d30d81cc3a00dd6a7064bdf21ade3b882e9db10f18a96432f,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,115,747,3,,,,
5abbd85a5542993f40c73be1,diagnosis_replay,,,0,False,1,2,,,0,0.0,0.0,,budget,115,2,3.0400843620300293,1445,3,2,198,230,115,new,8,462951f2b1c86e9dd98568978c2376eaf0dfe8ed2640881a47067789f723c1da,bcfa609b05241d5dc09978959ab6fe1bda8a65a34955dc647cd515ff13581b46,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,46,629,1,161,2074,4,0.7634665760000416,e9f99774665e60c0317c23bb07ae3459e80ff2c6338b05f81a8614ef3f19e18b,False,
5abc5951554299114383a116,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,270,4,4.332038402557373,2700,5,0,270,541,270,new,8,108b9779d176b463323cf5be859433cffa97d5964feeeecd0c09484f5f73602b,1780a857d748bdbcaf71171b2b931218a287e1db95ceb00d4c4f9f6d557be82e,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,270,2700,5,,,,
5abc5951554299114383a116,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,1,0,,,0,0.0,0.0,,budget,270,4,4.332038402557373,2700,5,0,270,541,270,new,8,108b9779d176b463323cf5be859433cffa97d5964feeeecd0c09484f5f73602b,1780a857d748bdbcaf71171b2b931218a287e1db95ceb00d4c4f9f6d557be82e,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,270,2700,5,,,,
5abc5951554299114383a116,diagnosis_replay,,,0,False,1,0,,,0,0.0,0.0,,budget,270,4,4.332038402557373,2700,5,0,270,541,270,new,8,108b9779d176b463323cf5be859433cffa97d5964feeeecd0c09484f5f73602b,1780a857d748bdbcaf71171b2b931218a287e1db95ceb00d4c4f9f6d557be82e,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,42,1784,1,312,4484,6,0.9379297709999719,1c466c2de9eab1966e1723b1b3343eedde2fdd87cf310d9611db2c7cbe174d45,False,
5abee75f5542993fe9a41d8e,full_restart,,,0,False,1,0,,,0,0.0,0.0,,budget,226,3,4.258013486862183,1775,4,0,226,453,226,new,8,a07352b22b5a7560e4386778d1c1d271eaf2eb43fcb4bed9d40883cb190d17a2,a792751b235d24e9e6ee564531ac8c9ab15b7ac4962936e3d5417b331eb52eaf,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,226,1775,4,,,,
